paper_id,pmid,pmcid,doi,title,queue_reason,preferred_source,notes
pmid-42619998,42619998,PMC13484650,10.64898/2026.08.03.742570,SAMHD1 enhances HIV-1-induced glycolysis in monocytic cells through hexokinase 2 upregulation.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body text is too short for normalization. Unusable PMC XML deleted from run artifacts.
pmid-42580411,42580411,,10.1016/j.virs.2026.08.003,Enteroviruses antagonize the host restriction factor ABL2 via proteasomal degradation to facilitate viral replication.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42562331,42562331,,10.1016/j.bcp.2026.118321,The L-type calcium channel Ca(v)1.2 mediates influenza A virus infection by regulating viral internalization and endoplasmic reticulum homeostasis.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42525534,42525534,,10.1016/j.celrep.2026.117773,MITD1 restricts HIV-1 release by targeting ESCRT-III proteins.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42520937,42520937,,10.1016/j.jbc.2026.113369,FOXA2 potently represses NF-κB-dependent transcription from viral promoters in liver cells.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42403244,42403244,PMC13349425,10.1002/jmv.71043,JQKD82 Inhibits HIV Infection of Macrophages Through Blocking Viral Entry and Enhancing Antiviral ISG Responses.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-42336219,42336219,,10.1016/j.antiviral.2026.106471,ITGA4 drives pathogenesis of flavivirus and inhibition of it protects mice against Japanese encephalitis virus infection.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42327289,42327289,PMC13278084,10.64898/2026.06.11.731520,Gene duplication and retrotransposition diversify the antiviral repertoire of macaque IFITM proteins.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-42173436,42173436,,10.1016/j.jmb.2026.169875,Biophysical Characterization of Ebola VP35 Protein Binding to Host Mindbomb Protein 2.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42161262,42161262,,10.1016/j.chom.2026.04.018,A CRISPR activation screen identifies SPART as a pan-orthoflavivirus restriction factor.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42152487,42152487,,10.1080/15548627.2026.2677196,USF2 restricts enterovirus replication and transmission by inhibiting autophagy and vesicle-mediated viral spread.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41779781,41779781,PMC12974410,10.1073/pnas.2529289123,EIF4H and YBX1 are essential host factors for hepatitis E virus replication and pathogenesis.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-41197812,41197812,,10.1016/j.antiviral.2025.106307,Repurposed doxepin targeting host AXL kinase to disrupt viral 2C-mediated immune evasion in Coxsackievirus B infection.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-40791337,40791337,PMC12338750,10.1101/2025.07.18.665639,Abnormal Vaginal Microbiota Associated with miRNA Targeting the HIV-Host Interactome.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-40777346,40777346,PMC12330720,10.1101/2025.07.21.665982,MICRORNAS REGULATED BY PREGNANCY TARGET THE HIV INTERACTOME.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-40766577,40766577,PMC12324263,10.1101/2025.07.28.667227,Arf GTPases Define BST-2-Independent Pathways for HIV-1 Assembly and Release.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-40689623,40689623,PMC12345215,10.1128/mbio.01465-25,ASCT2 inhibits HIV-1 infectivity by promoting the incorporation of a gp160/ASCT2 complex into virions.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-40672252,40672252,PMC12265676,10.1101/2025.07.07.663519,BST-2 inhibits SARS-CoV-2 egress at intracellular membranes and is neutralized by ORF7a.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-40250655,40250655,,10.1016/j.ijbiomac.2025.143217,Decoding potential host protein targets against Flaviviridae using protein-protein interaction network.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
