paper_id,pmid,pmcid,doi,title,queue_reason,preferred_source,notes
pmid-42471738,42471738,,10.1186/s13062-026-00905-1,PAX5 alleviates atherosclerosis by transcriptionally regulating GSDMD and inhibiting STAT3-mediated pyroptosis.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42310073,42310073,,10.1038/s41698-026-01542-7,LINC00312 increases gemcitabine sensitivity in nasopharyngeal carcinoma by recruiting PABPC1 and modulating PAX5-mediated transcription of LPLUNC1.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42044732,42044732,,10.1016/j.gene.2026.150184,ZC3H13-mediated the m6A modification of PAX9 suppresses the progression of reflux esophagitis via improving esophageal epithelial barrier dysfunction.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41951061,41951061,,10.1016/j.mcp.2026.102070,ZMIZ1 promotes PAX6 ubiquitination through SMAD3 to drive the malignant progression of acute myeloid leukemia.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41166909,41166909,,10.1016/j.phymed.2025.157445,"Betulin, an active component from Chinese herb birch bark, suppresses tumor angiogenesis and tumor growth by inhibiting the PAX2/VEGF-A/VEGR2 signaling pathway in non-small cell lung cancer.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-40119193,40119193,,10.1038/s41590-025-02139-1,"Author Correction: Transcriptional function of E2A, Ebf1, Pax5, Ikaros and Aiolos analyzed by in vivo acute protein degradation in early B cell development.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39622391,39622391,,10.1016/j.brainresbull.2024.111156,Molecular mechanism of METTL14-mediated m6A modification regulating microglial function post ischemic stroke.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39256480,39256480,PMC11528059,10.1038/s41423-024-01213-2,Rack1 regulates B-cell development and function by binding to and stabilizing the transcription factor Pax5.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-39179932,39179932,,10.1038/s41590-024-01933-7,"Transcriptional function of E2A, Ebf1, Pax5, Ikaros and Aiolos analyzed by in vivo acute protein degradation in early B cell development.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-38996706,38996706,,10.1016/j.biopha.2024.117126,Anlotinib destabilizes PAX3-FOXO1 to induce rhabdomyosarcoma cell death via upregulating NEK2.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
