paper_id,pmid,pmcid,doi,title,fulltext_access_route,fulltext_xml_url,fulltext_pdf_url,pmc_access_status,pmc_parse_status,pdf_needed,pdf_import_status,normalized_path,notes
pmid-42533127,42533127,,10.1007/s00467-026-07496-z,Novel PAX2 variants and phenotypic heterogeneity in pediatric kidney disease: a single-center retrospective study.,none,,,missing,not_attempted,yes,missing,,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-42471738,42471738,,10.1186/s13062-026-00905-1,PAX5 alleviates atherosclerosis by transcriptionally regulating GSDMD and inhibiting STAT3-mediated pyroptosis.,none,,,missing,not_attempted,yes,missing,,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-42446761,42446761,PMC13369112,10.1007/s12105-026-01951-x,Biphenotypic Sinonasal Sarcomas with Recurrent PAX3::FOXO6 Gene Fusion.,ncbi_pmc_xml,,,missing,unusable,yes,missing,,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-41541182,41541182,PMC12596637,10.1016/j.ijscr.2025.112106,"Ovarian mesonephric-like adenocarcinoma mimicking serous carcinoma: A case report integrating cytologic, frozen, histological, immunohistochemistry, and molecular analyses.",ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12596637.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-41417852,41417852,PMC12716760,10.1371/journal.pone.0338446,Deciphering the pathogenicity of three NKX2-1 variants in ultra-severe forms of childhood interstitial lung disease.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12716760.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-41054284,41054284,PMC12501411,10.1002/jcsm.70081,ARC-18 Improved Motor Performance Through Inhibiting ACLY-Mediated Smad2/3 Acetylation in a Model of Duchenne Muscular Dystrophy.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12501411.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-40229275,40229275,PMC11997201,10.1038/s41467-025-58872-6,Programmable protein stabilization with language model-derived peptide guides.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11997201.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-40203790,40203790,PMC12013658,10.1016/j.tranon.2025.102389,CUL4B regulates thyroid cancer differentiation and treatment sensitivity by ubiquitinating ARID1A.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12013658.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-40119193,40119193,,10.1038/s41590-025-02139-1,"Author Correction: Transcriptional function of E2A, Ebf1, Pax5, Ikaros and Aiolos analyzed by in vivo acute protein degradation in early B cell development.",none,,,missing,not_attempted,yes,missing,,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-39862739,39862739,,10.1016/j.bioorg.2025.108169,A promising future for breast cancer therapy with hydroxamic acid-based histone deacetylase inhibitors.,none,,,missing,not_attempted,yes,missing,,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-39615561,39615561,PMC11949280,10.1016/j.actbio.2024.11.044,Myofibers cultured in viscoelastic hydrogels reveal the effects of integrin-binding and mechanosensing on muscle satellite cells.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11949280.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-39424985,39424985,PMC11588656,10.1038/s41590-024-01995-7,A SIRT7-dependent acetylation switch regulates early B cell differentiation and lineage commitment through Pax5.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11588656.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-39256480,39256480,PMC11528059,10.1038/s41423-024-01213-2,Rack1 regulates B-cell development and function by binding to and stabilizing the transcription factor Pax5.,ncbi_pmc_xml,,,missing,unusable,yes,missing,,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-39179932,39179932,,10.1038/s41590-024-01933-7,"Transcriptional function of E2A, Ebf1, Pax5, Ikaros and Aiolos analyzed by in vivo acute protein degradation in early B cell development.",none,,,missing,not_attempted,yes,missing,,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-39108486,39108486,PMC11302690,10.21203/rs.3.rs-4670386/v1,Programmable Protein Stabilization with Language Model-Derived Peptide Guides.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11302690.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-39094501,39094501,PMC11345595,10.1016/j.psj.2024.104075,In ovo betaine injection improves breast muscle growth in newly hatched goslings through FXR/IGF-2 pathway.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11345595.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-39056058,39056058,PMC11269857,10.1016/j.aninu.2024.04.012,Dietary fishmeal replacement by Clostridium autoethanogenum protein meal influences the nutritional and sensory quality of turbot (Scophthalmus maximus) via the TOR/AAR/AMPK pathways.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11269857.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-39044030,39044030,,10.1007/s00421-024-05565-5,"A single, maximal dose of celecoxib, ibuprofen, or flurbiprofen does not reduce the muscle signalling response to plyometric exercise in young healthy adults.",none,,,missing,not_attempted,yes,missing,,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
