paper_id,pmid,pmcid,doi,title,queue_reason,preferred_source,notes
pmid-42635598,42635598,,10.1158/1078-0432.CCR-26-1816,"Elacestrant in Combination with Everolimus for Estrogen Receptor-Positive, HER2-Negative Previously Treated Advanced Breast Cancer: Results from ELEVATE.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42622406,42622406,,10.1128/aem.01232-26,"Influenza A deletion-containing viral genome production is altered by metabolites, metabolic signaling molecules, and cyanobacterial extracts.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42518131,42518131,,10.1007/s40265-026-02347-5,Emerging Strategies Targeting the PI3K/AKT/mTOR Pathway in HR+/HER2- Advanced Breast Cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42496151,42496151,,10.1080/17425255.2026.2710110,Inavolisib: a second-generation PI3Kα inhibitor in HR+/HER2-negative breast cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42468711,42468711,,10.1016/j.bmcl.2026.130738,Development of a novel PI3Kα/CDK7 potent hybrid inhibitor for Cancer treatment.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42411503,42411503,,10.31083/FBL48694,AKT-mTOR/P53 PathwayDriven RapamycinAlpelisib Efficacy in Animal Models of TIE2Mutant Venous Malformations.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42405409,42405409,,10.2174/0113895575463121260609115219,Medicinal Chemistry Perspectives on Molecular Targets and Targeted Therapeutic Strategies in Breast Cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42391812,42391812,,10.1016/j.bioorg.2026.110190,Integrative multi-omics and machine learning reveal PLAUR as a Pan-Cancer prognostic biomarker and potential therapeutic target.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42373848,42373848,,10.1038/s41598-026-57970-9,A phase II study of alpelisib and capecitabine in patients with previously treated metastatic colorectal cancer (KCSG-CO21-04).,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42341421,42341421,,10.1016/j.bbrc.2026.154189,Functional characterization of PIK3CA E545A mutation in MCF-7 breast cancer cells reveals enhanced proliferation and resistance to Alpelisib.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42332790,42332790,,10.1186/s13048-026-02171-1,"Alpelisib enhances cisplatin mediated cytotoxicity in non-mutated, PIK3CA-dependent high-grade serous ovarian cancer.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42310675,42310675,,10.1186/s13046-026-03763-x,CDK4-selective inhibitor AU2-94 for the treatment of advanced and therapy-resistant prostate cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42307901,42307901,,10.1097/CAD.0000000000001831,Inavolisib and lenvatinib for PIK3CA-mutated refractory splenic angiosarcoma: a case report.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42263466,42263466,,10.1016/j.clbc.2026.05.004,"Pharmacologic Features, Clinical Applications, and Drug Safety Evaluation of Inavolisib in the Treatment of Metastatic Breast Cancer.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42041166,42041166,,10.1158/1535-7163.MCT-25-0675,Targeting Semaphorin 7a Signaling in Preclinical Models of Endocrine Therapy-Resistant Breast Cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42024964,42024964,,10.1016/j.ejmech.2026.118879,"Benzothiophene-based, orally active PIK3CA H1047R mutant-selective inhibitors for the treatment of HR+/HER2- breast cancer.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41967638,41967638,,10.1016/j.annonc.2026.04.003,Genomic determinants of response to alpelisib plus fulvestrant in the SOLAR-1 trial.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41902997,41902997,,10.1007/s12094-026-04314-8,The logarithmic phase as a therapeutic direction: evaluating pharmacological strategies against cancer progression.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41851057,41851057,PMC13339675,10.1002/cpt.70265,Model-Based Patient Selection and Dosing Strategies for HRAS and PIK3CA Dysregulated HNSCC: A QSP Model for Alpelisib and Tipifarnib Combination.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-41794592,41794592,,10.1016/j.bulcan.2026.01.016,"[Inavolisib plus fulvestrant-palbociclib - advanced or metastatic breast cancers hormone receptor-positive, HER2-negative, PIK3CA-mutated, endocrine-resistant, in the first-line setting].",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41773730,41773730,,10.1158/1535-7163.MCT-25-0675,Targeting Semaphorin 7a signaling in preclinical models of endocrine therapy-resistant breast cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41764610,41764610,,10.2174/0113895575418114251210151424,Inavolisib-based Combination Therapy for the Treatment of PIK3CAMutated HR+/HER2- Breast Cancer: An Overview.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41552909,41552909,,10.1093/brain/awag017,Angiogenic switching in cerebral cavernous malformations driven by MAP3K3-PIK3CA synergy.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41468825,41468825,,10.1016/j.lungcan.2025.108890,Inavolisib for PIK3CA-mutant non-small cell lung cancer: A case report.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-40829787,40829787,,10.1146/annurev-pharmtox-082924-022724,Structural Insights into the Development of Inhibitors Against Cancer-Specific Mutations of PI3Kα.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41406241,41406241,,10.1126/scitranslmed.adp5088,Dual PI3K/mTOR inhibition is required to combat resistance to CDK4/6 inhibitor and endocrine therapy in PIK3CA-mutant breast cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41213060,41213060,,10.1615/JEnvironPatholToxicolOncol.2025054954,"A Riskscore Model for Predicting Survival, Tumor Microenvironment, Immunotherapy and Drug Sensitivity of Lung Squamous Cell Carcinoma Based on PI3K/AKT/MTOR Pathway-Related Genes.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41043199,41043199,,10.1016/j.biopha.2025.118620,Autophagy inhibition enhances sensitivity of alpelisib in PI3K-mutated non-small cell lung cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-40845250,40845250,,10.1200/JCO-25-00663,"US Food and Drug Administration Approval Summary: Inavolisib With Palbociclib and Fulvestrant for Endocrine-Resistant, PIK3CA-Mutated, Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative, Locally Advanced or Metastatic Breast Cancer.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-40475484,40475484,PMC12139868,10.1101/2025.05.21.655360,Targeting Semaphorin 7a signaling in preclinical models of estrogen receptor-positive breast cancer.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-40382983,40382983,,10.1016/j.drup.2025.101251,MicroRNA-mediated PTEN downregulation as a novel non-genetic mechanism of acquired resistance to PI3Kα inhibitors of head & neck squamous cell carcinoma.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-40295072,40295072,,10.21873/anticanres.17567,Development of Acquired Resistance in Alpelisib-treated Gastric Cancer Cells With PIK3CA Mutations and Overcoming Strategies.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-40163189,40163189,,10.1007/s11864-025-01310-y,Novel Estrogen Receptor - Targeted Therapies in Hormone-Receptor Positive Breast Cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-40121890,40121890,,10.1016/j.ctrv.2025.102924,"Post-progression treatment options after CDK4/6 inhibitors in hormone receptor-positive, HER2-negative metastatic breast cancer.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-40020984,40020984,,10.1016/j.ejphar.2025.177432,Targeting PI3K in cancer treatment: A comprehensive review with insights from clinical outcomes.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39873916,39873916,,10.1007/s40265-024-02136-y,Inavolisib: First Approval.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39823894,39823894,,10.1016/j.bbrc.2025.151324,Blocking p85β nuclear translocation by importazole enhances Alpelisib efficacy against PIK3CA-helical-domain-mutant tumors.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39662202,39662202,,10.1016/j.ctrv.2024.102861,PI3K/AKT/mTOR inhibitors for hormone receptor-positive advanced breast cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39600124,39600124,,10.1158/1535-7163.MCT-24-0223,Response to Systemic Therapies in Patient-Derived Cell Lines from Primary and Recurrent Adult Granulosa Cell Tumors.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39302579,39302579,,10.1007/s10549-024-07495-4,Genomic and transcriptomic landscape of HER2-low breast cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39171586,39171586,,10.2174/0109298673327425240815065221,A Perspective of PI3K/AKT/mTOR Pathway Inhibitors to Overcome Drug-resistance in Breast Cancer Therapy.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39763752,39763752,PMC11703231,10.1101/2024.12.17.629001,Covalent inhibitors of the RAS binding domain of PI3Kα impair tumor growth driven by RAS and HER2.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-39637900,39637900,,10.1016/S1470-2045(24)00673-9,"Alpelisib plus fulvestrant in PIK3CA-mutated, hormone receptor-positive advanced breast cancer after a CDK4/6 inhibitor (BYLieve): one cohort of a phase 2, multicentre, open-label, non-comparative study.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39476340,39476340,,10.1056/NEJMoa2404625,Inavolisib-Based Therapy in PIK3CA-Mutated Advanced Breast Cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39326108,39326108,,10.1016/j.biopha.2024.117500,Enhancing targeted therapy by combining PI3K and AKT inhibitors with or without cisplatin or vincristine in medulloblastoma cell lines in vitro.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-38986734,38986734,,10.1016/j.canlet.2024.217112,PI3K PROTAC overcomes the lapatinib resistance in PIK3CA-mutant HER2 positive breast cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-38889643,38889643,,10.1016/j.biopha.2024.116993,"Combined targeted therapy with PI3K and CDK4/6, or FGFR inhibitors show synergistic effects in a neuroblastoma spheroid culture model.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-38815877,38815877,,10.1016/j.critrevonc.2024.104404,Navigating the complexity of PI3K/AKT pathway in HER-2 negative breast cancer: biomarkers and beyond.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-38797265,38797265,,10.1016/j.taap.2024.116979,"PI3K inhibitor ""alpelisib"" alleviates methotrexate induced liver injury in mice and potentiates its cytotoxic effect against MDA-MB-231 triple negative breast cancer cell line.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-38677772,38677772,,10.21873/anticanres.16988,Curcumin Alone and Combined With PI3K Inhibitors Elicits Positive Effects on Oropharyngeal Cancer Cell Lines Regardless of HPV Status.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-38547898,38547898,,10.1016/S1470-2045(23)00676-9,Optimal targeting of PI3K-AKT and mTOR in advanced oestrogen receptor-positive breast cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-38373112,38373112,,10.1021/acs.jpcb.3c06766,Dissecting the Interaction Fingerprints and Binding Affinity of BYL719 Analogs Targeting PI3Kα.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-37947995,37947995,,10.1007/s11845-023-03569-2,"Frequency of next-generation sequencing, prevalence of targetable mutations and response to targeted therapies amongst patients with metastatic urothelial cancer in Ireland: a multi-centre retrospective study of real-world data.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-37943630,37943630,,10.1530/ERC-23-0041,Impact of the PI3K-alpha inhibitor alpelisib on everolimus resistance and somatostatin receptor expression in an orthotopic pancreatic NEC xenograft mouse model.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
