paper_id,pmid,pmcid,doi,title,queue_reason,preferred_source,notes
pmid-39981965,39981965,,10.1080/10715762.2025.2470900,Down-regulation of Selenoprotein K impairs the proliferation and differentiation of chicken skeletal muscle satellite cells by inhibiting the Nrf2 antioxidant signaling pathway.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-39179932,39179932,,10.1038/s41590-024-01933-7,"Transcriptional function of E2A, Ebf1, Pax5, Ikaros and Aiolos analyzed by in vivo acute protein degradation in early B cell development.",No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-39044030,39044030,,10.1007/s00421-024-05565-5,"A single, maximal dose of celecoxib, ibuprofen, or flurbiprofen does not reduce the muscle signalling response to plyometric exercise in young healthy adults.",No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-36892588,36892588,,10.1007/s00223-023-01073-4,Urotensin II can Induce Skeletal Muscle Atrophy Associated with Upregulating Ubiquitin-Proteasome System and Inhibiting the Differentiation of Satellite Cells in CRF Mice.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-34852207,34852207,,10.1152/ajpcell.00344.2021,Aerobic exercise and resistance exercise alleviate skeletal muscle atrophy through IGF-1/IGF-1R-PI3K/Akt pathway in mice with myocardial infarction.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-34340000,34340000,,10.1016/j.aquatox.2021.105926,Behavioral effects of early-life exposure to perfluorooctanoic acid might synthetically link to multiple aspects of dopaminergic neuron development and dopamine functions in zebrafish larvae.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-33660125,33660125,,10.1007/s11655-021-2865-0,Wide Pulse Width Electroacupuncture Ameliorates Denervation-Induced Skeletal Muscle Atrophy in Rats via IGF-1/PI3K/Akt Pathway.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-32693409,32693409,PMC7819760,10.1182/blood.2020006164,Molecular basis of ETV6-mediated predisposition to childhood acute lymphoblastic leukemia.,Automated XML was unusable for normalization.,publisher_pdf_or_user_download,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-32841355,32841355,,10.1210/clinem/dgaa584,Congenital Hypothyroidism Due to Truncating PAX8 Mutations: A Case Series and Molecular Function Studies.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-31441945,31441945,,10.1111/cup.13571,Concurrent cutaneous localization of Langerhans cell sarcoma and chronic lymphocytic leukemia/small lymphocytic lymphoma in a patient with a history of chronic lymphocytic leukemia/small lymphocytic lymphoma.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-31494105,31494105,,10.1016/j.cbi.2019.108813,"""Verteporfin exhibits anti-proliferative activity in embryonal and alveolar rhabdomyosarcoma cell lines"".",No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-30676333,30676333,,10.1097/PAS.0000000000001219,Adenocarcinoma of the Rete Testis: Clinicopathologic and Immunohistochemical Characterization of 6 Cases and Review of the Literature.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-30352879,30352879,,10.2337/db18-0285,"Transient PAX8 Expression in Islets During Pregnancy Correlates With β-Cell Survival, Revealing a Novel Candidate Gene in Gestational Diabetes Mellitus.",No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-29561272,29561272,,10.1097/PAI.0000000000000635,Novel Finding of Paired Box 5 (PAX5) Cytoplasmic Staining in Well-differentiated Rectal Neuroendocrine Tumors (Carcinoids) and Its Diagnostic and Potentially Prognostic Utility.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-29996314,29996314,,10.3760/cma.j.issn.0529-5807.2018.07.005,"[Clinicopathologic and molecular characterizations of Sertoli cell tumor, not otherwise specified of the testis].",No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
