paper_id,pmid,title,evidence_tier,evidence_type,directness,target_centrality,evidence_summary,supporting_text_locator,query_feedback_signal,review_confidence
pmid-42505223,42505223,"Evolving First-Line Endocrine Therapy in HR+/HER2- Metastatic Breast Cancer: CDK4/6 Inhibition, Biomarker-Guided Strategies and Emerging Therapeutic Paradigms.",direct,allosteric_or_mutant_selective,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, resistance, resistant, acquired resistance, adaptive resistance, sensitivity, combination.",full text: 1. Introduction,none,high
pmid-42471999,42471999,Dual targeting of PI3K and FGFR or CDK4/6 reveals synergistic responses in HPV-positive and HPV-negative oropharyngeal cancer spheroids.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, byl719, resistant, sensitivity, sensitize, sensitizes, synergy, synergistic.",full text: Introduction,none,high
pmid-42445743,42445743,Precision Endocrine-Based Combinations After CDK4/6 Inhibitor Progression in HR-Positive Metastatic Breast Cancer.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, resistant, acquired resistance, refractory, sensitivity, combination, adaptive.",full text: Introduction,none,high
pmid-42357299,42357299,Synergistic Inhibition of Colorectal Cancer Growth by Combined PI3K and COX-2 Blockade in Cell Lines and Patient-Derived Organoids.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, resistance, sensitivity, synergy, synergistic, combination, feedback.",full text: 1. Introduction,none,high
pmid-42351448,42351448,"Post-CDK4/6 Inhibitor Therapeutic Approaches in Hormone Receptor-Positive, HER2-Negative Metastatic Breast Cancer: Current Evidence and Emerging Strategies-A Narrative Review.",direct,allosteric_or_mutant_selective,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, rly-2608, resistance, resistant, refractory, sensitivity, combination.",full text: 1. Introduction,none,high
pmid-42251335,42251335,Anti-NRP1 peptide-engineered ROS/pH dual-responsive nanoparticles for Alpelisib delivery regulate Sema3A-NRP1/PI3K-AKT signaling to balance oxidative stress and inhibit angiogenesis in endometriosis.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, refractory, sensitivity, synergy, synergistic, combination, egfr.",full text: Introduction,none,high
pmid-42239750,42239750,A Novel Patient-Derived Xenograft Model of Inflammatory Breast Cancer.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, resistant, adaptive resistance, refractory, sensitivity, combination, adaptive.",full text: Introduction,none,high
pmid-42226181,42226181,"In silico analysis of driver genes in squamous cell carcinoma of the cervix: insights into their biological functions, prognosis, immune infiltration, and therapy.",direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, resistant, sensitivity, mapk, her2, erbb, egfr.",full text: Introduction,none,high
pmid-42209458,42209458,Efficacy of dual KRAS(G12D)-EGFR blockade versus triple combinations in patient-derived models of KRAS(G12D)-mutant colorectal cancer.,direct,allosteric_or_mutant_selective,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, resistant, refractory, sensitivity, synergy, synergistic, combination.",full text: Introduction,none,high
pmid-42204977,42204977,(Phospho)proteomic Profiling Reveals Mutation-Specific Adaptive Signaling to PI3Kα Inhibition in PIK3CA Mutant Breast Epithelial Cells.,direct,allosteric_or_mutant_selective,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, adaptive resistance, refractory, sensitivity, sensitization, synergy, combination.",full text: Introduction,none,high
pmid-42194689,42194689,"Molecular Profiling and Targeted Therapeutic Strategies in Breast Cancer: Clinical Integration of HER2, CDK4/6, and PI3K Inhibition with Trastuzumab, Abemaciclib and Alpelisib.",direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, resistant, acquired resistance, adaptive resistance, refractory, sensitivity, synergy.",full text: 1. Introduction,none,high
pmid-42180974,42180974,Identifying research gaps in PIK3CA-mutant breast cancer: a bibliometric analysis of evolving trends and clinical applications.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, resistance, resistant, acquired resistance, sensitivity, synergistic, combination.",full text: Key findings,none,high
pmid-42137335,42137335,Modulation of the PI3K/Akt signaling pathway by steroidal saponins: therapeutic implications in cancer.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, resistant, sensitivity, sensitization, sensitize, sensitizes, synergy.",full text: Introduction,none,high
pmid-42085613,42085613,GSH-Responsive Nanoparticles Enhance Hepatocellular Carcinoma Immunotherapy Through Synergistic Effects of Cuproptosis and PI3K Inhibitor Combination.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, sensitize, synergy, synergistic, combination, erk, akt, mtor.",full text: Introduction,none,high
pmid-42074235,42074235,SGLT2 Inhibitor Dapagliflozin Attenuates Cardiomyocyte Injury and Inflammation Induced by PI3Kα-Selective Inhibitor Alpelisib and Fulvestrant Under Hyperglycemia.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, synergistic, combination, reactivation, her2, akt, endocrine.",full text: 1. Introduction,none,high
pmid-41999684,41999684,Integrating PIK3CA Testing into Clinical Practice for Advanced HR+/HER2- Breast Cancer: An Expert Consensus.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, resistance, resistant, refractory, sensitivity, combination, feedback.",full text: Introduction,none,high
pmid-41999452,41999452,Beyond CDK4/6 Inhibition: Current Strategies in Hormone Receptor-Positive Metastatic Breast Cancer.,direct,allosteric_or_mutant_selective,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, rly-2608, resistance, resistant, acquired resistance, refractory, sensitivity.",full text: Introduction,none,high
pmid-41976288,41976288,Targeting ATR and PI3Kα Pathways Promotes Ferroptosis in PIK3CA-Wildtype Platinum-Resistant Endometrial Cancer.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, resistance, resistant, sensitivity, sensitize, sensitizes, synergy.",full text: 1. Introduction,none,high
pmid-41925922,41925922,Alpelisib and Fulvestrant in PIK3CA-mutated hormone receptor-positive HER2-negative advanced breast cancer included in the German PRAEGNANT trial.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, resistant, combination, her2, akt, endocrine, estrogen receptor.",full text: Introduction,none,high
pmid-41734992,41734992,Dual PI3K/AKT and CDK4/6 inhibition reveals selective sensitivity in an SHH medulloblastoma stem cell model.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, byl719, resistance, acquired resistance, sensitivity, synergy, synergistic, combination.",full text: Introduction,none,high
pmid-41681940,41681940,Comparison Between Alpelisib Plus Endocrine Therapy and Everolimus Plus Endocrine Therapy After CDK4/6 Inhibitors Progression in Patients with PIK3CA-Mutant Metastatic Breast Cancer: A Single-Center Retrospective Study.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, resistance, combination, her2, akt, mtor, endocrine.",full text: 1. Introduction,none,high
pmid-41646800,41646800,A Three-subtype Molecular model of Cervical Cancer: Multiple PI3K Pathway inhibitors suppress growth and cooperate with HPV-directed immunotherapy.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, gdc-0077, resistance, resistant, refractory, sensitivity, combination.",full text: Introduction,none,high
pmid-41620612,41620612,Sequential use of PI3K/AKT/mTOR pathway inhibitors alpelisib and everolimus in patients with hormone receptor-positive metastatic breast cancer.,direct,allosteric_or_mutant_selective,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, rly-2608, resistance, combination, feedback, reactivation, mapk.",full text: Introduction,none,high
pmid-41518601,41518601,Personalized Drug Screening and Risk Assessment in Patient-Derived Gastroenteropancreatic Neuroendocrine Neoplasms.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, sensitivity, sensitize, combination, feedback, erk, akt.",full text: JESS simple Western,none,high
pmid-41344057,41344057,The PI3K pathway is a downstream effector of NRF2 activation in the esophagus.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, sensitivity, sensitize, synergy, synergistic, combination, mapk.",full text: Introduction,none,high
pmid-41143603,41143603,PI3Kα Inhibitor and Degrader Inavolisib Can Co-opt FGFR2 to Enhance Responses in Patients with PIK3CA-Mutated Solid Tumors and in Preclinical Models.,direct,allosteric_or_mutant_selective,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, gdc-0077, resistance, resistant, acquired resistance, insensitive, sensitivity.",full text: Introduction,none,high
pmid-40965803,40965803,From PIK3CA Mutations to Rational PI3K Inhibition for the Treatment of Colorectal Cancer.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, resistance, resistant, refractory, sensitivity, sensitization, sensitize.",full text: Introduction,none,high
pmid-41954342,41954342,PIK3CA testing in HR+/HER2- metastatic breast cancer: assessing pathology laboratories capacity and needs.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, sensitivity, adaptive, her2, akt, mutation, ctdna.",full text: Introduction,none,high
pmid-41372143,41372143,The PIK3CA/AKT pathway drives therapy resistance in rhabdomyosarcoma.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, resistant, acquired resistance, refractory, sensitivity, sensitize, sensitizes.",full text: Introduction,none,high
pmid-41367877,41367877,Caprine herpes virus-1 reduces cell viability and enhances chemosensitivity in breast cancer cells.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: inavolisib, resistance, sensitivity, sensitize, synergy, synergistic, combination, erk.",full text: Introduction,none,high
pmid-41347072,41347072,Metformin enhances alpelisib sensitivity in HER2+ breast cancer by suppressing cancer stemness and oncogenic signaling.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, resistant, sensitivity, synergy, synergistic, combination, feedback.",full text: Introduction,none,high
pmid-41315365,41315365,The CTLH ubiquitin ligase substrates ZMYND19 and MKLN1 negatively regulate mTORC1 at the lysosomal membrane.,direct,allosteric_or_mutant_selective,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, byl719, resistance, resistant, synergistic, combination, mapk, akt.",full text: Introduction,none,high
pmid-41280894,41280894,Mechanistic optimization of inavolisib combined with CDK4/6 inhibitors in the treatment of PIK3CA-mutated breast tumors.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, gdc-0077, resistance, resistant, sensitivity, sensitization, sensitize.",full text: Introduction,none,high
pmid-41107466,41107466,Discovering anticancer drug target combinations via network-informed signaling-based approach.,direct,allosteric_or_mutant_selective,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, byl719, rly-2608, resistance, resistant, adaptive resistance, sensitivity, synergy.",full text: Introduction,none,high
pmid-41102169,41102169,Pharmacological activation of SIRT6 suppresses progression of head and neck and esophageal squamous cell carcinoma by modulation of cellular metabolism and protein translation.,direct,allosteric_or_mutant_selective,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: byl719, resistance, sensitivity, sensitize, sensitizes, synergy, synergistic, combination.",full text: Introduction,none,high
pmid-41079023,41079023,Efficacy and safety of systemic therapies following progression on CDK4/6 inhibitors in patients with HR+/HER2- metastatic breast cancer: a systematic review and network meta-analysis.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, resistance, resistant, sensitivity, combination, her2, akt.",full text: Evidence before this study,none,high
pmid-41020523,41020523,AdaSemb: an adaptive knowledge-driven deep learning framework integrating cancer protein assemblies for predicting PI3Kα inhibitor response and resistance.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, resistant, acquired resistance, sensitivity, combination, adaptive, her2.",full text: Introduction,none,high
pmid-41009348,41009348,Integrated In Silico and Experimental Validation of Antrocin as a Plant-Derived Multi-Target Therapeutic for BRAF/MEK/PI3K-Driven Colorectal Cancer.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, acquired resistance, sensitivity, synergistic, combination, feedback, mapk.",full text: 1. Introduction,none,high
pmid-40991650,40991650,USP10/GSK3β-mediated inhibition of PTEN drives resistance to PI3K inhibitors in breast cancer.,direct,allosteric_or_mutant_selective,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, byl719, resistance, resistant, acquired resistance, sensitivity, sensitize, sensitizes.",full text: Introduction,none,high
pmid-40989687,40989687,Pharmacologic management of HR+/HER2- mBC: a clinically oriented review.,direct,allosteric_or_mutant_selective,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, resistance, resistant, sensitivity, sensitize, synergy, synergistic.",full text: Introduction,none,high
pmid-40880521,40880521,Mechanistic modeling of cell viability assays with in silico lineage tracing.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, sensitivity, mek, erk, her2, erbb, egfr.",full text: Introduction,none,high
pmid-40861419,40861419,CCDC138 overexpression predicts poor prognosis and highlights ciliopathy-linked mechanisms in uterine corpus endometrial carcinoma.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, sensitivity, combination, rtk, akt, mtor, mutation, biomarker.",full text: 1 Introduction,none,high
pmid-40769730,40769730,New progress and challenges of targeted therapies for breast cancer.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, acquired resistance, refractory, combination, feedback, reactivation, adaptive.",full text: Introduction,none,high
pmid-40723456,40723456,In Silico Discovery of a Novel Potential Allosteric PI3Kα Inhibitor Incorporating 3-(2-Chloro-5-fluorophenyl)isoindolin-1-one to Target Head and Neck Squamous Cell Carcinoma.,direct,allosteric_or_mutant_selective,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, rly-2608, resistance, acquired resistance, combination, bypass, akt.",full text: 1. Introduction,none,high
pmid-40638603,40638603,Development of a novel PIK3CA-mutated pancreatic tumor mouse model and evaluation of the therapeutic effects of a PI3K inhibitor.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, byl719, resistance, acquired resistance, sensitivity, synergy, synergistic, combination.",full text: Background,none,high
pmid-40625102,40625102,KRAS Codon-Specific Mutations Differentially Toggle PI3K Pathway Signaling and Alter Sensitivity to Inavolisib (GDC-0077).,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, gdc-0077, resistance, resistant, insensitive, sensitivity, sensitize.",full text: Introduction,none,high
pmid-40536266,40536266,Prolonged response to PIK3CA inhibition in an advanced hormone-positive breast cancer patient with 3 mutations in the alpha subunit of PI-3 kinase.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, combination, her2, erbb, akt, mtor, endocrine, fulvestrant.",full text: Patient story,none,high
pmid-40510030,40510030,FGFR1 overexpression promotes resistance to PI3K inhibitor alpelisib in luminal breast cancer cells through receptor tyrosine kinase signaling-mediated activation of the estrogen receptor.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, resistant, acquired resistance, adaptive resistance, sensitivity, sensitization, sensitize.",full text: INTRODUCTION,none,high
pmid-40389643,40389643,Somatic PIK3R1 mutations in the iSH2 domain are accessible to PI3Kα inhibition.,exclude,off_scope,incidental,incidental,Drop: full text is dominated by non-mechanistic or off-scope material rather than PI3K-alpha inhibitor resistance/sensitization evidence.,full text: Problem,tighten_query,medium
pmid-40360883,40360883,"Multi-node inhibition targeting mTORC1, mTORC2 and PI3Kα potently inhibits the PI3K/AKT/mTOR pathway in endometrial and breast cancer models.",direct,allosteric_or_mutant_selective,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, rly-2608, resistance, resistant, refractory, sensitivity, sensitization.",full text: Introduction,none,high
pmid-40344957,40344957,Expert consensus on treating HR+/HER2- metastatic breast cancer based on real-world practice patterns observed in the RETRACT survey of US oncologists.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, resistance, resistant, combination, her2, akt, endocrine.",full text: Introduction,none,high
pmid-40303291,40303291,The SGK3/GSK3β/β-catenin signaling promotes breast cancer stemness and confers resistance to alpelisib therapy.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, byl719, inavolisib, resistance, resistant, acquired resistance, sensitivity, sensitize.",full text: Introduction,none,high
pmid-40192953,40192953,Clinical Actionability of Molecular Targets in Multi-Ethnic Breast Cancer Patients: A Retrospective Single-Institutional Study.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, sensitivity, combination, her2, erbb, fgfr, akt, endocrine.",full text: Key Points,none,high
pmid-40152314,40152314,Dynamics of hyperglycemia of patients treated with alpelisib: exploratory interim analysis of ITACA trial.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, combination, feedback, her2, insulin receptor, akt, endocrine.",full text: Introduction,none,high
pmid-40117718,40117718,Anti-PD1 prolongs the response of PI3K and farnesyl transferase inhibition in HRAS- and PIK3CA-mutant head and neck cancers.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, acquired resistance, sensitivity, synergy, synergistic, combination, feedback.",full text: Introduction,none,high
pmid-40113784,40113784,Targeting PI3K inhibitor resistance in breast cancer with metabolic drugs.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, resistant, refractory, sensitivity, sensitize, sensitizes, resensitize.",full text: Introduction,none,high
pmid-39999911,39999911,"Combinatorial screen of targeted agents with the PI3K inhibitors inavolisib, alpelisib, duvelisib, and copanlisib in multi-cell type tumor spheroids.",direct,allosteric_or_mutant_selective,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, rly-2608, resistance, refractory, sensitivity, synergy, synergistic.",full text: Introduction,none,high
pmid-39979449,39979449,PI3Kα-specific inhibitor BYL-719 synergizes with cisplatin in vitro in PIK3CA-mutated ovarian cancer cells.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, resistant, sensitivity, sensitize, sensitizes, synergy, synergistic.",full text: Background,none,high
pmid-39935426,39935426,Optimizing therapeutic approaches for HR+/HER2- advanced breast cancer: clinical perspectives on biomarkers and treatment strategies post-CDK4/6 inhibitor progression.,direct,allosteric_or_mutant_selective,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, resistance, resistant, acquired resistance, refractory, sensitivity, sensitize.",full text: INTRODUCTION,none,high
pmid-39920872,39920872,CD36 inhibition enhances the anti-proliferative effects of PI3K inhibitors in PTEN-loss anti-HER2 resistant breast cancer cells.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, resistance, resistant, synergy, synergistic, combination, feedback.",full text: Introduction,none,high
pmid-39827242,39827242,"Steroid hormone receptors, exome sequencing and treatment responsiveness of breast cancer patient-derived xenografts originated in a South American country.",direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistant, sensitivity, combination, her2, egfr, rtk, akt.",full text: Introduction,none,high
pmid-39808497,39808497,LIN28B-mediated PI3K/AKT pathway activation promotes metastasis in colorectal cancer models.,direct,allosteric_or_mutant_selective,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, rly-2608, resistance, refractory, sensitivity, synergistic, combination.",full text: Introduction,none,high
pmid-39791215,39791215,Exploring the antiproliferative effect of PI3K/Akt/mTOR pathway and CDK4/6 inhibitors in human papillomavirus‑positive and ‑negative head and neck squamous cell carcinoma cell lines.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, byl719, resistance, resistant, synergy, synergistic, combination, feedback.",full text: Introduction,none,high
pmid-39717717,39717717,Oncogenic activation of PI K3 CA in cancers: Emerging targeted therapies in precision oncology.,direct,allosteric_or_mutant_selective,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, gdc-0077, rly-2608, resistance, resistant, acquired resistance, combination.",full text: Introduction,none,high
pmid-39709507,39709507,PIK3CA mutation fortifies molecular determinants for immune signaling in vascular cancers.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, byl719, resistance, resistant, sensitivity, synergy, synergistic, combination.",full text: Introduction,none,high
pmid-39652577,39652577,"Imlunestrant Is an Oral, Brain-Penetrant Selective Estrogen Receptor Degrader with Potent Antitumor Activity in ESR1 Wild-Type and Mutant Breast Cancer.",direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, resistant, acquired resistance, sensitivity, synergy, synergistic, combination.",full text: Introduction,none,high
pmid-39092562,39092562,"Assessments of prostate cancer cell functions highlight differences between a pan-PI3K/mTOR inhibitor, gedatolisib, and single-node inhibitors of the PI3K/AKT/mTOR pathway.",direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, resistant, adaptive resistance, sensitivity, combination, feedback, reactivation.",full text: Introduction,none,high
pmid-41306515,41306515,Anticancer Target Combinations: Network-Informed Signaling-Based Approach to Discovery.,direct,allosteric_or_mutant_selective,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, byl719, rly-2608, resistance, resistant, acquired resistance, adaptive resistance, refractory.",full text: Introduction,none,high
pmid-39769028,39769028,Synergistic Effects of the Combination of Alpelisib (PI3K Inhibitor) and Ribociclib (CDK4/6 Inhibitor) in Preclinical Colorectal Cancer Models.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, sensitivity, synergy, synergistic, combination, feedback, reactivation.",full text: 1. Introduction,none,high
pmid-39737957,39737957,NOS inhibition sensitizes metaplastic breast cancer to PI3K inhibition and taxane therapy via c-JUN repression.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, resistant, refractory, sensitivity, sensitize, sensitizes, synergy.",full text: Introduction,none,high
pmid-39696683,39696683,Identification of phytomolecules as isoform and mutation specific PI3K-α inhibitor for protection against breast cancer using e-pharmacophore modeling and molecular dynamics simulations.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: inavolisib, sensitivity, her2, akt, cdk4, mutation, mutant, pik3ca.",full text: Introduction,none,high
pmid-39674130,39674130,Practical treatment strategies and novel therapies in the phosphoinositide 3-kinase (PI3K)/protein kinase B (AKT)/mammalian target of rapamycin (mTOR) pathway in hormone receptor-positive/human epidermal growth factor receptor 2 (HER2)-negative (HR+/HER2-) advanced breast cancer.,direct,allosteric_or_mutant_selective,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, rly-2608, resistance, resistant, refractory, combination, her2.",full text: Introduction,none,high
pmid-39596311,39596311,Molecular Analysis of PIK3CA in Metastatic Hormone Receptor-Positive Breast Cancer in Chile: Clinical and Pathological Insights.,direct,combination_sensitization,direct_target,central,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, combination, her2, akt, mtor, endocrine, estrogen receptor.",full text: 1. Introduction,none,high
